"edge_id","source","target","relationship_type","relationship_label","weight","source_table","source_row_id","instrument","article","domestic_norm","domestic_article","anchoring_level","gap_type","confidence_level","review_status","notes"
"E_5d38bbe8","MEX_PROV_NOM017_SEC42_001","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_NOM017_SEC42_001","NOM-017-SSA2-2012, Para la vigilancia epidemiológica","Numeral 4.2–4.3","","","","","","","SS: órgano rector del SINAVE; DGE: coordinación de mecanismos de vigilancia, diagnóstico y referencia epidemiológicos"
"E_61b71dc0","MEX_PROV_NOM017_SEC42_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_NOM017_SEC42_001","NOM-017-SSA2-2012, Para la vigilancia epidemiológica","Numeral 4.2–4.3","","","","","","","SS: recopilar, procesar y difundir información del SNS; DGE: coordinar vigilancia epidemiológica"
"E_bf674a11","MEX_PROV_NOM017_SEC42_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_NOM017_SEC42_001","NOM-017-SSA2-2012, Para la vigilancia epidemiológica","Numeral 4.2–4.3","","","","","","","DGE coordina sectores del SNS para vigilancia epidemiológica"
"E_8f27b83f","MEX_PROV_NOM017_SEC45_001","MEX_ACTOR_CSG_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_NOM017_SEC45_001","NOM-017-SSA2-2012, Para la vigilancia epidemiológica","Numeral 4.5","","","","","","","Consejo de Salubridad General"
"E_5a80a22b","MEX_PROV_NOM017_SEC45_001","MEX_ACTOR_CSG_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_NOM017_SEC45_001","NOM-017-SSA2-2012, Para la vigilancia epidemiológica","Numeral 4.5","","","","","","","CSG determina adición, eliminación o actualización de padecimientos y eventos bajo vigilancia epidemiológica"
"E_c6cb315a","MEX_PROV_LICAL_ART010_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LICAL_ART010_001","Ley de Infraestructura de la Calidad","Artículo 10","","","","","","","Autoridades Normalizadoras; Secretaría de Salud"
"E_9de6ac95","MEX_PROV_LICAL_ART010_001","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_LICAL_ART010_001","Ley de Infraestructura de la Calidad","Artículo 10","","","","","","","NOMs pueden ser emitidas para proteger y promover la salud y cumplir acuerdos y tratados internacionales"
"E_8faf5480","MEX-017-art02-estructuraadm","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX-017-art02-estructuraadm","Reglamento Interior de la Secretaría de Salud","Art. 2","","","","","","","Secretaría de Salud; DGE; COFEPRIS; CENAPRECE; SNSP; DGRI"
"E_fed458d7","MEX-017-art02-estructuraadm","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX-017-art02-estructuraadm","Reglamento Interior de la Secretaría de Salud","Art. 2","","","","","","","Establishes organizational structure of SS and its subordinate units"
"E_468f4479","MEX-017-art02-estructuraadm","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX-017-art02-estructuraadm","Reglamento Interior de la Secretaría de Salud","Art. 2","","","","","","","Vertical hierarchy under SS titular"
"E_07e038e4","MEX-017-art35-fraccXIX","MEX_ACTOR_DGE_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX-017-art35-fraccXIX","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. XIX","","","","","","","Dirección General de Epidemiología"
"E_1b57d3f8","MEX-017-art35-fraccXIX","MEX_ACTOR_DGE_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX-017-art35-fraccXIX","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. XIX","","","","","","","Designates DGE as institutional IHR liaison within SS"
"E_45802f9b","MEX-017-art35-fraccXIX","MEX_ACTOR_DGE_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX-017-art35-fraccXIX","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. XIX","","","","","","","DGE must serve as IHR liaison (functional focal point)"
"E_5e62ae8e","MEX-017-art35-fraccXIX","MEX_ACTOR_DGE_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX-017-art35-fraccXIX","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. XIX","","","","","","","Liaison role between SS and international health instruments; implied coordination with DGRI (art. 33) and SRE"
"E_e3213ec4","MEX-017-art35-fraccX","MEX_ACTOR_DGE_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX-017-art35-fraccX","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. X","","","","","","","Dirección General de Epidemiología; Comité Nacional para la Vigilancia Epidemiológica"
"E_c9da06c3","MEX-017-art35-fraccX","MEX_ACTOR_DGE_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX-017-art35-fraccX","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. X","","","","","","","DGE directs SINAVE and the National Epidemiological Surveillance Committee"
"E_5137ad19","MEX-017-art35-fraccX","MEX_ACTOR_DGE_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX-017-art35-fraccX","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. X","","","","","","","DGE must orient disease prevention and control actions nationally"
"E_f99f89fe","MEX-017-art35-fraccX","MEX_ACTOR_DGE_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX-017-art35-fraccX","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. X","","","","","","","National epidemiological surveillance network; CONAVE committee"
"E_dba5f887","MEX-017-art35-fraccVII","MEX_ACTOR_DGE_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX-017-art35-fraccVII","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. VII","","","","","","","Dirección General de Epidemiología; autoridades sanitarias de las entidades federativas"
"E_3da08e9f","MEX-017-art35-fraccVII","MEX_ACTOR_DGE_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX-017-art35-fraccVII","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. VII","","","","","","","DGE can implement specific measures against epidemiological emergencies directly or in coordination with state health au…"
"E_b985ce27","MEX-017-art35-fraccVII","MEX_ACTOR_DGE_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX-017-art35-fraccVII","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. VII","","","","","","","Duty to direct implementation of control measures; federal-state coordination in emergencies"
"E_a195f05c","MEX-017-art35-fraccVII","MEX_ACTOR_DGE_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX-017-art35-fraccVII","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. VII","","","","","","","Supervision and evaluation of epidemiological control measures"
"E_cb3c06e7","MEX-017-art35-fraccVII","MEX_ACTOR_DGE_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX-017-art35-fraccVII","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. VII","","","","","","","Federal-state coordination with state health authorities in epidemiological emergencies"
"E_6a160f9b","MEX-017-art35-fraccVI","MEX_ACTOR_DGE_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX-017-art35-fraccVI","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. VI","","","","","","","Dirección General de Epidemiología; Subsecretaría de Políticas de Salud y Bienestar Poblacional"
"E_bf67d971","MEX-017-art35-fraccVI","MEX_ACTOR_DGE_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX-017-art35-fraccVI","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. VI","","","","","","","DGE proposes content for NOMs on epidemiological surveillance; monitors NOM compliance"
"E_1c4130cc","MEX-017-art35-fraccVI","MEX_ACTOR_DGE_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX-017-art35-fraccVI","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. VI","","","","","","","Duty to develop NOM content for epidemiological surveillance"
"E_c2d01af3","MEX-017-art35-fraccVI","MEX_ACTOR_DGE_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX-017-art35-fraccVI","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. VI","","","","","","","Proposal of NOMs to Subsecretaría for further processing"
"E_683d4005","MEX-017-art35-fraccVI","MEX_ACTOR_DGE_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX-017-art35-fraccVI","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. VI","","","","","","","Proposal through hierarchical chain to SS Subsecretaría"
"E_1ad9cadd","MEX_PROV_LATIME_ART001_001","MEX_ACTOR_CONGRESS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LATIME_ART001_001","Ley sobre la Aprobación de Tratados Internacionales en Materia Económica","Art. 1","","","","","","","Senado; Congreso de la Unión; Ejecutivo Federal"
"E_32e1b08f","MEX_PROV_LATIME_ART001_001","MEX_ACTOR_CONGRESS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_LATIME_ART001_001","Ley sobre la Aprobación de Tratados Internacionales en Materia Económica","Art. 1","","","","","","","Secretarías de Estado and organismos descentralizados must provide information to Senate committees on treaty negotiatio…"
"E_67f6f8b2","MEX_PROV_LATIME_ART001_001","MEX_ACTOR_CONGRESS_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX_PROV_LATIME_ART001_001","Ley sobre la Aprobación de Tratados Internacionales en Materia Económica","Art. 1","","","","","","","Parliamentary information procedure for treaty negotiation, conclusion and approval under Art. 93 CPEUM"
"E_fa6dc074","MEX_PROV_LATIME_ART003_001","MEX_ACTOR_CONGRESS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LATIME_ART003_001","Ley sobre la Aprobación de Tratados Internacionales en Materia Económica","Art. 3","","","","","","","Congreso de la Unión; Senado"
"E_9312088a","MEX_PROV_LATIME_ART003_001","MEX_ACTOR_CONGRESS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_LATIME_ART003_001","Ley sobre la Aprobación de Tratados Internacionales en Materia Económica","Art. 3","","","","","","","General objectives (quality of life, productive resources, market access, transparency, foreign policy principles) must …"
"E_cc8b6d4d","MEX_PROV_LATIME_ART004_001","MEX_ACTOR_CONGRESS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LATIME_ART004_001","Ley sobre la Aprobación de Tratados Internacionales en Materia Económica","Art. 4, fracción IV","","","","","","","Congreso de la Unión; Senado"
"E_3cd2782f","MEX_PROV_LATIME_ART004_001","MEX_ACTOR_CONGRESS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_LATIME_ART004_001","Ley sobre la Aprobación de Tratados Internacionales en Materia Económica","Art. 4, fracción IV","","","","","","","Treaty approval must observe objective of promoting reciprocal investment protection and technology transfer, including …"
"E_7ec7d623","MEX_PROV_LATIME_ART005_001","MEX_ACTOR_CONGRESS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LATIME_ART005_001","Ley sobre la Aprobación de Tratados Internacionales en Materia Económica","Art. 5","","","","","","","Senado; Congreso de la Unión; Ejecutivo Federal"
"E_65b3a900","MEX_PROV_LATIME_ART005_001","MEX_ACTOR_CONGRESS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_LATIME_ART005_001","Ley sobre la Aprobación de Tratados Internacionales en Materia Económica","Art. 5","","","","","","","Senate standing committees have power to require information from Federal Public Administration on treaty negotiations"
"E_8311e546","MEX_PROV_LATIME_ART005_001","MEX_ACTOR_CONGRESS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_LATIME_ART005_001","Ley sobre la Aprobación de Tratados Internacionales en Materia Económica","Art. 5","","","","","","","Secretarías de Estado must report to Senate at start of each ordinary session on initiation of formal treaty negotiation…"
"E_080a23a2","MEX_PROV_LATIME_ART005_001","MEX_ACTOR_CONGRESS_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX_PROV_LATIME_ART005_001","Ley sobre la Aprobación de Tratados Internacionales en Materia Económica","Art. 5","","","","","","","Procedure: Senate committees require report at start of each ordinary session; committees may create plural subcommittee…"
"E_907712f7","MEX_PROV_LFPRH_ART004_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LFPRH_ART004_001","Ley Federal de Presupuesto y Responsabilidad Hacendaria","Art. 4","","","","","","","Ejecutivo Federal; Congreso de la Unión; SHCP; Secretaría de Salud"
"E_8e5ce32e","MEX_PROV_LFPRH_ART004_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_LFPRH_ART004_001","Ley Federal de Presupuesto y Responsabilidad Hacendaria","Art. 4","","","","","","","All gasto ejecutors — including Secretaría de Salud as dependency — are obligated to render accounts for public resource…"
"E_ec28d236","MEX_PROV_LFPRH_ART024_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LFPRH_ART024_001","Ley Federal de Presupuesto y Responsabilidad Hacendaria","Art. 24","","","","","","","Ejecutivo Federal; SHCP; Secretaría de Salud"
"E_c6310181","MEX_PROV_LFPRH_ART024_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_LFPRH_ART024_001","Ley Federal de Presupuesto y Responsabilidad Hacendaria","Art. 24","","","","","","","All federal dependencies and entities must plan and budget activities aligned with PND objectives and performance indica…"
"E_0e692e3d","MEX_PROV_LFPRH_ART024_001","MEX_ACTOR_SS_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX_PROV_LFPRH_ART024_001","Ley Federal de Presupuesto y Responsabilidad Hacendaria","Art. 24","","","","","","","Annual programming and budgeting cycle tied to National Development Plan and sectoral programs"
"E_3a678799","MEX_PROV_LFPRH_ART024_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_LFPRH_ART024_001","Ley Federal de Presupuesto y Responsabilidad Hacendaria","Art. 24","","","","","","","Coordination between Ley de Planeación framework and LFPRH budget programming through sectoral programs"
"E_cb25a667","MEX_PROV_LPLAN_ART009_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LPLAN_ART009_001","Ley de Planeación","Art. 9","","","","","","","Ejecutivo Federal; SHCP; Secretaría de Salud"
"E_b25470fa","MEX_PROV_LPLAN_ART009_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_LPLAN_ART009_001","Ley de Planeación","Art. 9","","","","","","","All federal dependencies and entities — including Secretaría de Salud — must plan and conduct activities with gender per…"
"E_84607868","MEX_PROV_LPLAN_ART009_001","MEX_ACTOR_SS_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX_PROV_LPLAN_ART009_001","Ley de Planeación","Art. 9","","","","","","","Monitoring by SHCP via Performance Evaluation System; publication in Transparency Budget Portal"
"E_99cf6ea8","MEX_PROV_LPLAN_ART009_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_LPLAN_ART009_001","Ley de Planeación","Art. 9","","","","","","","SHCP monitors all federal entities' progress on PND goals including health sector"
"E_51d1d21c","MEX_PROV_LPLAN_ART021_001","MEX_ACTOR_CHAMBER_DEPUTIES_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_LPLAN_ART021_001","Ley de Planeación","Art. 21, párrafo 4","","","","","","","Ejecutivo Federal; Cámara de Diputados"
"E_86584a90","MEX_PROV_LPLAN_ART021_001","MEX_ACTOR_CHAMBER_DEPUTIES_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_LPLAN_ART021_001","Ley de Planeación","Art. 21, párrafo 4","","","","","","","National Development Plan must incorporate long-term objectives established under international treaties and federal law…"
"E_3e129540","MEX_PROV_LPLAN_ART021_001","MEX_ACTOR_CHAMBER_DEPUTIES_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX_PROV_LPLAN_ART021_001","Ley de Planeación","Art. 21, párrafo 4","","","","","","","President submits PND to Chamber of Deputies for approval within last business day of February of the year following ina…"
"E_7a39c186","MEX_PROV_LPLAN_ART021_001","MEX_ACTOR_CHAMBER_DEPUTIES_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_LPLAN_ART021_001","Ley de Planeación","Art. 21, párrafo 4","","","","","","","Congressional approval of PND includes verification that it incorporates constitutional national project objectives; int…"
"E_8a1862df","MEX_PROV_RLGS_INV_ART001_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART001_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 1","","","","","","","Secretaría de Salud"
"E_7a74edbe","MEX_PROV_RLGS_INV_ART003_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART003_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 3","","","","","","","Secretaría de Salud; instituciones de investigación"
"E_1e4b8b27","MEX_PROV_RLGS_INV_ART005_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART005_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 5","","","","","","","Secretaría de Salud; entidades federativas"
"E_26da04f8","MEX_PROV_RLGS_INV_ART005_001","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART005_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 5","","","","","","","Secretaría has power to issue technical standards for health research nationally and verify compliance; state government…"
"E_f709031d","MEX_PROV_RLGS_INV_ART005_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART005_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 5","","","","","","","Secretaría must promote, guide and support state research activities; coordinate research within National Health System;…"
"E_40da92f1","MEX_PROV_RLGS_INV_ART005_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART005_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 5","","","","","","","Federal-state coordination for health research; evaluation by Secretaría of national research activities"
"E_ca069917","MEX_PROV_RLGS_INV_ART007_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART007_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 7","","","","","","","Secretaría de Salud; Sistema Nacional de Salud"
"E_270e28a3","MEX_PROV_RLGS_INV_ART007_001","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART007_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 7","","","","","","","Secretaría has power to establish and lead national health research policy; coordinate technology transfer regulation in…"
"E_fb502395","MEX_PROV_RLGS_INV_ART007_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART007_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 7","","","","","","","Secretaría must collaborate in regulating and controlling technology transfer in health area; promote community particip…"
"E_68f32888","MEX_PROV_RLGS_INV_ART007_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART007_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 7","","","","","","","Coordination within National Health System; collaboration with other competent federal agencies on technology transfer r…"
"E_f0a95fc7","MEX_PROV_RLGS_INV_ART011_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART011_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 11","","","","","","","Secretaría de Salud; instituciones de investigación"
"E_ddb4fe7f","MEX_PROV_RLGS_INV_ART011_001","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART011_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 11","","","","","","","Secretaría has power to establish technical bases for international research conventions and treaties"
"E_ad50f0aa","MEX_PROV_RLGS_INV_ART011_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART011_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 11","","","","","","","Entities must report to Secretaría on financial flows (origin and destination) in sponsored research involving health in…"
"E_243d8f13","MEX_PROV_RLGS_INV_ART011_001","MEX_ACTOR_SS_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART011_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 11","","","","","","","Mandatory reporting to Secretaría on international research agreements; Secretaría establishes coordination bases for in…"
"E_6268b3a8","MEX_PROV_RLGS_INV_ART011_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART011_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 11","","","","","","","Interinstitutional and intersectoral coordination bases for international research treaties and conventions"
"E_fbbc27ee","MEX_PROV_RLGS_INV_ART014_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART014_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 14","","","","","","","Secretaría de Salud; autoridades sanitarias; comités de ética/investigación; instituciones de investigación"
"E_9853d8f2","MEX_PROV_RLGS_INV_ART014_001","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART014_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 14","","","","","","","Secretaría has authorization power for certain categories of human research"
"E_e2b58c5e","MEX_PROV_RLGS_INV_ART014_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART014_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 14","","","","","","","All research in human beings must comply with eight mandatory bases: scientific/ethical principles, prior animal experim…"
"E_58a9e52f","MEX_PROV_RLGS_INV_ART014_001","MEX_ACTOR_SS_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART014_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 14","","","","","","","Mandatory approvals by: Comité de Investigación, Comité de Ética en Investigación, Comité de Bioseguridad; institutional…"
"E_47ff230a","MEX_PROV_RLGS_INV_ART014_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART014_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 14","","","","","","","Institutional research ethics governance under Secretaría oversight"
"E_abb25e6e","MEX_PROV_RLGS_INV_ART099_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART099_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 99","","","","","","","Secretaría de Salud; instituciones de investigación; comités de ética/investigación"
"E_c1c88ba4","MEX_PROV_RLGS_INV_ART099_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART099_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 99","","","","","","","All health research institutions must establish: Ethics Committee, Biosafety Committee (for ionizing radiation and genet…"
"E_a945d3d2","MEX_PROV_RLGS_INV_ART099_001","MEX_ACTOR_SS_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART099_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 99","","","","","","","Mandatory institutional committee system; committees must be registered with Secretaría (Ethics Committee with CONBIOETI…"
"E_9548a3da","MEX_PROV_RLGS_INV_ART099_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART099_001","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 99","","","","","","","National registration with CONBIOETICA for Ethics Committees"
"E_028b4f2e","MEX_PROV_RISS2025_ART005_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_RISS2025_ART005_001","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 5","","","","","","","Secretaría de Salud"
"E_0847e355","MEX_PROV_RISS2025_ART009_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_RISS2025_ART009_001","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 9","","","","","","","Secretaría de Salud"
"E_3ad58cec","MEX_PROV_RISS2025_ART009_001","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_RISS2025_ART009_001","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 9","","","","","","","Secretaría may determine additional international health documents"
"E_7198360b","MEX_PROV_RISS2025_ART009_001","MEX_ACTOR_SS_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX_PROV_RISS2025_ART009_001","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 9","","","","","","","International health documentation system: aircraft sanitary declaration, maritime sanitary declaration, deratization ce…"
"E_4f209010","MEX_PROV_RISS2025_ART010_001","MEX_ACTOR_SS_001","mentions_actor","mentions actor","1.0","mexico_legal_provisions","MEX_PROV_RISS2025_ART010_001","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 10","","","","","","","Secretaría de Salud; SRE"
"E_88c6ca7a","MEX_PROV_RISS2025_ART010_001","MEX_ACTOR_SS_001","grants_power_to","grants power to","2.0","mexico_legal_provisions","MEX_PROV_RISS2025_ART010_001","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 10","","","","","","","Secretaría determines which airports, maritime ports and border crossings have international sanitary surveillance"
"E_0b5470fe","MEX_PROV_RISS2025_ART010_001","MEX_ACTOR_SS_001","creates_duty_for","creates duty for","1.5","mexico_legal_provisions","MEX_PROV_RISS2025_ART010_001","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 10","","","","","","","Secretaría must publish annual list of international sanitary surveillance points; must notify SRE for international com…"
"E_f07d5fcf","MEX_PROV_RISS2025_ART010_001","MEX_ACTOR_SS_001","creates_procedure_for","creates procedure for","1.5","mexico_legal_provisions","MEX_PROV_RISS2025_ART010_001","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 10","","","","","","","Annual DOF/Gaceta Sanitaria publication of designated points of entry list; SRE communicates list to other nations"
"E_0062b906","MEX_PROV_RISS2025_ART010_001","MEX_ACTOR_SS_001","coordinates_with","coordinates with","1.5","mexico_legal_provisions","MEX_PROV_RISS2025_ART010_001","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 10","","","","","","","Coordination between Secretaría de Salud and SRE for international notification of designated entry points"
